Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.17-104.97.74.244-48800-443-6,104.97.74.244,443,192.168.10.17,48800,6,4/7/2017 3:18,84,2,1,31,0.0,31,0,15.5,21.92031022,0,0,0.0,0.0,369047.619,35714.28571,42.0,57.98275606,83.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,23809.52381,11904.7619,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,20.66666667,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,1039,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60187-17,192.168.10.3,60187,192.168.10.1,53,17,4/7/2017 3:18,31087,1,1,89,167.0,89,89,89.0,0.0,167,167,167.0,0.0,8234.953518,64.33557436,31087.0,0.0,31087.0,31087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,32.16778718,32.16778718,89,167,115.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,172.5,89.0,167.0,32,0,0,0,0,0,0,1,89,1,167,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-23.37.43.27-59819-80-6,192.168.10.19,59819,23.37.43.27,80,6,4/7/2017 3:18,5433633,8,6,1257,5298.0,419,0,157.125,216.853102,1766,0,883.0,967.2780366,1206.375182,2.576545011,417971.7692,780071.2453,2507978.0,33.0,2925655.0,417950.7143,586063.1064,1501601.0,6083.0,5328243.0,1065648.6,1051017.847,2508011.0,1303.0,0,0,0,0,264,200,1.472311435,1.104233576,0,1766,437.0,708.0363187,501315.4286,0,0,0,1,0,0,0,0,0,468.2142857,157.125,883.0,264,0,0,0,0,0,0,8,1257,6,5298,29200,1006,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-107.21.204.209-51148-443-6,192.168.10.19,51148,107.21.204.209,443,6,4/7/2017 3:18,61632736,19,15,1132,5532.0,417,0,59.57894737,133.8453983,1448,0,368.8,565.8509647,108.1243578,0.551654887,1867658.667,3905006.558,10000000.0,10.0,61600000.0,3424040.889,4833581.604,10100000.0,243.0,61600000.0,4398596.071,5101858.173,10100000.0,49.0,0,0,0,0,616,488,0.308277731,0.243377156,0,1448,190.4,407.4275251,165997.1882,0,0,0,1,0,0,0,0,0,196.0,59.57894737,368.8,616,0,0,0,0,0,0,19,1132,15,5532,29200,70,4,32,177629.8333,310655.6498,811753.0,50679.0,10000000.0,12282.66823,10000000.0,9998568.0,BENIGN
192.168.10.1-192.168.10.3-53-61387-17,192.168.10.3,61387,192.168.10.1,53,17,4/7/2017 3:18,58998,1,1,52,68.0,52,52,52.0,0.0,68,68,68.0,0.0,2033.967253,33.89945422,58998.0,0.0,58998.0,58998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,16.94972711,16.94972711,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,32,0,0,0,0,0,0,1,52,1,68,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-8.18.45.65-35471-443-6,8.18.45.65,443,192.168.10.19,35471,6,4/7/2017 3:18,4,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,40935,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.17-104.97.74.244-48816-443-6,104.97.74.244,443,192.168.10.17,48816,6,4/7/2017 3:18,66,2,1,31,0.0,31,0,15.5,21.92031022,0,0,0.0,0.0,469696.9697,45454.54545,33.0,42.42640687,63.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,30303.0303,15151.51515,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,20.66666667,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,972,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-213.180.193.119-61996-443-6,213.180.193.119,443,192.168.10.25,61996,6,4/7/2017 3:18,447,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4474.272931,447.0,0.0,447.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,2237.136465,2237.136465,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,33088,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-52.24.222.139-59771-443-6,192.168.10.19,59771,52.24.222.139,443,6,4/7/2017 3:18,60607204,16,12,970,3433.0,667,0,60.625,169.9583773,1448,0,286.0833333,533.0368328,72.64812942,0.461991284,2244711.259,4200093.008,10000000.0,39.0,60600000.0,4040480.267,5059072.016,10100000.0,202.0,60500000.0,5501899.182,5198976.528,10100000.0,203.0,0,0,0,0,520,392,0.263995019,0.197996265,0,1448,151.8275862,374.6966458,140397.5764,0,0,0,1,0,0,0,0,0,157.25,60.625,286.0833333,520,0,0,0,0,0,0,16,970,12,3433,29200,80,3,32,146899.3333,150640.5371,454393.0,85304.0,9954185.167,154357.4857,10000000.0,9640057.0,BENIGN
192.168.10.1-192.168.10.3-53-62380-17,192.168.10.3,62380,192.168.10.1,53,17,4/7/2017 3:18,119352,1,1,46,155.0,46,46,46.0,0.0,155,155,155.0,0.0,1684.094108,16.75715531,119352.0,0.0,119352.0,119352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,40,8.378577653,8.378577653,46,155,82.33333333,62.93117934,3960.333333,0,0,0,0,0,0,0,0,1,123.5,46.0,155.0,32,0,0,0,0,0,0,1,46,1,155,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-104.16.124.228-60284-443-6,192.168.10.19,60284,104.16.124.228,443,6,4/7/2017 3:18,117428417,30,37,1545,35072.0,640,0,51.5,139.997968,1460,0,947.8918919,644.834724,311.824011,0.570560361,1779218.439,10100000.0,58800000.0,1.0,117000000.0,4049255.759,15100000.0,58800000.0,1.0,117000000.0,3261480.806,13600000.0,58800000.0,1.0,0,0,0,0,620,752,0.255474789,0.315085573,0,1460,538.4852941,659.5331341,434983.955,0,0,0,1,0,0,0,0,1,546.5223881,51.5,947.8918919,620,0,0,0,0,0,0,30,1545,37,35072,29200,33,7,20,260902.0,347301.1524,506481.0,15323.0,58400000.0,521648.2288,58800000.0,58100000.0,BENIGN
151.101.0.249-192.168.10.16-443-35418-6,151.101.0.249,443,192.168.10.16,35418,6,4/7/2017 3:18,4,2,0,31,0.0,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,65,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60795-17,192.168.10.3,60795,192.168.10.1,53,17,4/7/2017 3:18,119387,1,1,47,201.0,47,47,47.0,0.0,201,201,201.0,0.0,2077.278096,16.75224271,119387.0,0.0,119387.0,119387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,8.376121353,8.376121353,47,201,98.33333333,88.91194146,7905.333333,0,0,0,0,0,0,0,0,1,147.5,47.0,201.0,32,0,0,0,0,0,0,1,47,1,201,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-50.63.243.230-48198-80-6,192.168.10.19,48198,50.63.243.230,80,6,4/7/2017 3:18,69642,3,4,428,2266.0,428,0,142.6666667,247.1059152,2266,0,566.5,1133.0,38683.55303,100.5140576,11607.0,16371.83216,32833.0,5.0,36026.0,18013.0,20650.34644,32615.0,3411.0,37111.0,12370.33333,20751.54756,36328.0,5.0,0,0,0,0,104,136,43.07745326,57.43660435,0,2266,336.75,793.7915793,630105.0714,0,0,0,1,0,0,0,0,1,384.8571429,142.6666667,566.5,104,0,0,0,0,0,0,3,428,4,2266,29200,237,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.19-53-3334-17,192.168.10.19,3334,192.168.10.3,53,17,4/7/2017 3:18,47799,2,2,68,120.0,34,34,34.0,0.0,60,60,60.0,0.0,3933.136676,83.68375907,15933.0,27553.4747,47749.0,1.0,1.0,1.0,0.0,1.0,1.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,64,64,41.84187954,41.84187954,34,60,44.4,14.2407865,202.8,0,0,0,0,0,0,0,0,1,55.5,34.0,60.0,64,0,0,0,0,0,0,2,68,2,120,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-52.70.92.239-35869-443-6,192.168.10.19,35869,52.70.92.239,443,6,4/7/2017 3:18,755,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2649.006623,755.0,0.0,755.0,755.0,755.0,755.0,0.0,755.0,755.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2649.006623,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,349,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-53924-17,192.168.10.25,53924,192.168.10.3,53,17,4/7/2017 3:19,120823,2,2,62,404.0,31,31,31.0,0.0,202,202,202.0,0.0,3856.881554,33.10627943,40274.33333,69755.45952,120821.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,16.55313972,16.55313972,31,202,99.4,93.66055733,8772.3,0,0,0,0,0,0,0,0,1,124.25,31.0,202.0,64,0,0,0,0,0,0,2,62,2,404,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.217.10.99-192.168.10.25-443-62278-6,172.217.10.99,443,192.168.10.25,62278,6,4/7/2017 3:19,116,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17241.37931,116.0,0.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,8620.689655,8620.689655,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,32832,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-34.196.96.128-62173-443-6,192.168.10.25,62173,34.196.96.128,443,6,4/7/2017 3:19,16607334,13,11,1327,4795.0,869,0,102.0769231,243.458231,1448,0,435.9090909,610.9958191,368.6323163,1.445144657,722058.0,2448655.503,10900000.0,1.0,11600000.0,966927.0,3128198.151,10900000.0,1.0,16600000.0,1655628.5,3598481.681,10900000.0,2.0,0,0,0,0,428,360,0.782786689,0.662357968,0,1448,244.88,464.1707049,215454.4433,0,0,0,1,0,0,0,0,0,255.0833333,102.0769231,435.9090909,428,0,0,0,0,0,0,13,1327,11,4795,65535,121,5,32,712011.0,0.0,712011.0,712011.0,10900000.0,0.0,10900000.0,10900000.0,BENIGN
172.217.10.129-192.168.10.25-443-62604-6,172.217.10.129,443,192.168.10.25,62604,6,4/7/2017 3:19,3,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,333333.3333,333333.3333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,32832,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62483-17,192.168.10.3,62483,192.168.10.1,53,17,4/7/2017 3:19,23957,1,1,65,145.0,65,65,65.0,0.0,145,145,145.0,0.0,8765.705222,83.48290687,23957.0,0.0,23957.0,23957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,41.74145344,41.74145344,65,145,91.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,137.5,65.0,145.0,32,0,0,0,0,0,0,1,65,1,145,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-23.50.75.27-59220-80-6,192.168.10.5,59220,23.50.75.27,80,6,4/7/2017 3:19,53499948,13,11,1295,5309.0,430,0,99.61538462,188.3487627,1770,0,482.6363636,826.6102192,123.4393723,0.448598567,2326084.696,4154555.334,10000000.0,45.0,52000000.0,4335950.5,5030214.984,10000000.0,23287.0,53500000.0,5347672.3,4950975.846,10000000.0,487.0,0,0,0,0,272,292,0.24299089,0.205607676,0,1770,264.16,584.7133685,341889.7233,0,0,0,1,0,0,0,0,0,275.1666667,99.61538462,482.6363636,272,0,0,0,0,0,0,13,1295,11,5309,8192,1013,8,20,407774.6,859926.0052,1946057.0,23125.0,9998506.6,4487.647301,10000000.0,9993899.0,BENIGN
130.211.5.178-192.168.10.25-443-62494-6,130.211.5.178,443,192.168.10.25,62494,6,4/7/2017 3:19,95,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21052.63158,95.0,0.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10526.31579,10526.31579,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,365,32832,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
178.172.160.16-192.168.10.25-443-62580-6,192.168.10.25,62580,178.172.160.16,443,6,4/7/2017 3:19,1302,4,0,37,0.0,37,0,9.25,18.5,0,0,0.0,0.0,28417.81874,3072.196621,434.0,222.5825689,628.0,191.0,1302.0,434.0,222.5825689,628.0,191.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,128,0,3072.196621,0.0,0,37,7.4,16.54690303,273.8,0,0,0,0,1,0,0,0,0,9.25,9.25,0.0,128,0,0,0,0,0,0,4,37,0,0,33304,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.217.12.198-192.168.10.15-443-57050-6,192.168.10.15,57050,172.217.12.198,443,6,4/7/2017 3:19,4564424,5,1,123,46.0,46,0,24.6,23.27659769,46,46,46.0,0.0,37.0254823,1.314514164,912884.8,1989547.906,4471701.0,3.0,4564424.0,1141106.0,2220748.983,4471701.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,100,20,1.09542847,0.219085694,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,100,0,0,0,0,0,0,5,123,1,46,256,351,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62252-17,192.168.10.3,62252,192.168.10.1,53,17,4/7/2017 3:19,235088,1,1,39,113.0,39,39,39.0,0.0,113,113,113.0,0.0,646.5663922,8.507452528,235088.0,0.0,235088.0,235088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,20,4.253726264,4.253726264,39,113,63.66666667,42.72391992,1825.333333,0,0,0,0,0,0,0,0,1,95.5,39.0,113.0,44,0,0,0,0,0,0,1,39,1,113,-1,-1,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-60871-17,192.168.10.25,60871,192.168.10.3,53,17,4/7/2017 3:19,208,2,2,68,158.0,34,34,34.0,0.0,79,79,79.0,0.0,1086538.462,19230.76923,69.33333333,34.38507428,109.0,48.0,51.0,51.0,0.0,51.0,51.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,9615.384615,9615.384615,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.16-53-56706-17,192.168.10.16,56706,192.168.10.3,53,17,4/7/2017 3:19,312,2,2,78,356.0,39,39,39.0,0.0,178,178,178.0,0.0,1391025.641,12820.51282,104.0,178.4012332,310.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,6410.25641,6410.25641,39,178,94.6,76.13343549,5796.3,0,0,0,0,0,0,0,0,1,118.25,39.0,178.0,64,0,0,0,0,0,0,2,78,2,356,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.5-53-62571-17,192.168.10.5,62571,192.168.10.3,53,17,4/7/2017 3:19,203,2,2,142,398.0,71,71,71.0,0.0,199,199,199.0,0.0,2660098.522,19704.4335,67.66666667,112.0059522,197.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,9852.216749,9852.216749,71,199,122.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,152.75,71.0,199.0,64,0,0,0,0,0,0,2,142,2,398,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-72.5.205.14-59161-443-6,72.5.205.14,443,192.168.10.5,59161,6,4/7/2017 3:19,242,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8264.46281,242.0,0.0,242.0,242.0,242.0,242.0,0.0,242.0,242.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,8264.46281,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,131,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.5-53-61898-17,192.168.10.5,61898,192.168.10.3,53,17,4/7/2017 3:19,49177,2,2,88,202.0,44,44,44.0,0.0,101,101,101.0,0.0,5897.065701,81.33883726,16392.33333,28321.3656,49095.0,3.0,3.0,3.0,0.0,3.0,3.0,79.0,79.0,0.0,79.0,79.0,0,0,0,0,64,40,40.66941863,40.66941863,44,101,66.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,83.5,44.0,101.0,64,0,0,0,0,0,0,2,88,2,202,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-52.84.145.224-62202-443-6,52.84.145.224,443,192.168.10.25,62202,6,4/7/2017 3:19,88,2,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34090.90909,44.0,57.98275606,85.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,22727.27273,11363.63636,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,122,33304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-72.167.18.239-59174-80-6,192.168.10.5,59174,72.167.18.239,80,6,4/7/2017 3:19,190308,3,5,427,2267.0,427,0,142.3333333,246.5285649,1460,0,453.4,662.3804043,14155.99975,42.03711878,27186.85714,38786.3873,82559.0,1.0,106981.0,53490.5,41294.32891,82690.0,24291.0,107749.0,26937.25,53272.61218,106844.0,1.0,0,0,0,0,72,112,15.76391954,26.27319923,0,1460,299.3333333,519.4677565,269846.75,0,0,0,1,0,0,0,0,1,336.75,142.3333333,453.4,72,0,0,0,0,0,0,3,427,5,2267,8192,237,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
178.172.160.2-192.168.10.25-443-62721-6,192.168.10.25,62721,178.172.160.2,443,6,4/7/2017 3:19,460,2,0,37,0.0,37,0,18.5,26.1629509,0,0,0.0,0.0,80434.78261,4347.826087,460.0,0.0,460.0,460.0,460.0,460.0,0.0,460.0,460.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,4347.826087,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,33304,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
178.255.83.1-192.168.10.5-80-59086-6,192.168.10.5,59086,178.255.83.1,80,6,4/7/2017 3:19,60809,3,4,435,858.0,435,0,145.0,251.1473671,858,0,214.5,429.0,21263.29984,115.114539,10134.83333,11434.7895,23324.0,1.0,36903.0,18451.5,6945.909912,23363.0,13540.0,37520.0,12506.66667,21160.14263,36938.0,1.0,0,0,0,0,72,92,49.33480241,65.77973655,0,858,161.625,319.9124601,102343.9821,0,0,0,1,0,0,0,0,1,184.7142857,145.0,214.5,72,0,0,0,0,0,0,3,435,4,858,8192,31,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-72.167.18.239-59233-80-6,192.168.10.5,59233,72.167.18.239,80,6,4/7/2017 3:19,152883,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13.08189923,152883.0,0.0,152883.0,152883.0,152883.0,152883.0,0.0,152883.0,152883.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,13.08189923,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-52.3.127.200-61937-443-6,192.168.10.25,61937,52.3.127.200,443,6,4/7/2017 3:19,57,2,0,37,0.0,37,0,18.5,26.1629509,0,0,0.0,0.0,649122.807,35087.7193,57.0,0.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,35087.7193,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,33285,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60435-17,192.168.10.3,60435,192.168.10.1,53,17,4/7/2017 3:19,24700,1,1,46,94.0,46,46,46.0,0.0,94,94,94.0,0.0,5668.016194,80.97165992,24700.0,0.0,24700.0,24700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,40.48582996,40.48582996,46,94,62.0,27.71281292,768.0,0,0,0,0,0,0,0,0,1,93.0,46.0,94.0,32,0,0,0,0,0,0,1,46,1,94,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
178.172.160.2-192.168.10.25-443-62743-6,192.168.10.25,62743,178.172.160.2,443,6,4/7/2017 3:19,442052,7,8,635,4580.0,437,0,90.71428571,161.0028098,1509,0,572.5,743.433348,11797.25462,33.93265951,31575.14286,61770.81585,146260.0,2.0,295879.0,49313.16667,75730.8154,147694.0,17.0,295792.0,42256.0,71052.41027,146292.0,2.0,0,0,0,0,236,264,15.8352411,18.0974184,0,1509,325.9375,577.5969147,333618.1958,0,0,0,1,0,0,0,0,1,347.6666667,90.71428571,572.5,236,0,0,0,0,0,0,7,635,8,4580,65535,243,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.25-53-50392-17,192.168.10.25,50392,192.168.10.3,53,17,4/7/2017 3:19,87842,2,2,82,424.0,41,41,41.0,0.0,212,212,212.0,0.0,5760.342433,45.53630382,29280.66667,50670.57425,87790.0,3.0,49.0,49.0,0.0,49.0,49.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,88,22.76815191,22.76815191,41,212,109.4,93.66055733,8772.3,0,0,0,0,0,0,0,0,1,136.75,41.0,212.0,64,0,0,0,0,0,0,2,82,2,424,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-94.31.29.249-62249-443-6,94.31.29.249,443,192.168.10.25,62249,6,4/7/2017 3:19,50,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,20000.0,20000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,31,32850,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
